"Code","ActiveIngredients","Size","Price"
"A416","Alfentanil (as Alfentanil hydrochloride) 5<U+202F>mg per 1<U+202F>ml","10",NA
"A417","Alfentanil (as Alfentanil hydrochloride) 5<U+202F>mg per 1<U+202F>ml","10",NA
"A418","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A419","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A420","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A421","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A422","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A423","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A424","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A425","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A426","Alfuzosin hydrochloride 2.5<U+202F>mg","60",NA
"A427","Alfuzosin hydrochloride 10<U+202F>mg","30",NA
"A428","Alfuzosin hydrochloride 10<U+202F>mg","30",NA
"A429","Alfuzosin hydrochloride 10<U+202F>mg","30",NA
"A430","Alfuzosin hydrochloride 10<U+202F>mg","30",NA
"A431","Alfuzosin hydrochloride 10<U+202F>mg","30",NA
"A432","Magnesium alginate 87.5<U+202F>mg","30",NA
"A433","Sodium alginate 225<U+202F>mg","30",NA
"A434","Alglucosidase alfa 50<U+202F>mg","1",NA
"A435","Alimemazine tartrate 10<U+202F>mg","28",NA
"A436","Alimemazine tartrate 10<U+202F>mg","28",NA
"A437","Alimemazine tartrate 10<U+202F>mg","28",NA
"A438","Alimemazine tartrate 10<U+202F>mg","28",NA
"A439","Alimemazine tartrate 10<U+202F>mg","28",NA
"A440","Alimemazine tartrate 10<U+202F>mg","28",NA
"A441","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A442","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A443","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A444","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A445","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A446","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A447","Alimemazine tartrate 1.5<U+202F>mg per 1<U+202F>ml","100",NA
"A448","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A449","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A450","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A451","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A452","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A453","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A454","Alimemazine tartrate 6<U+202F>mg per 1<U+202F>ml","100",NA
"A455","Alirocumab 75<U+202F>mg per 1<U+202F>ml","1",NA
"A456","Alirocumab 150<U+202F>mg per 1<U+202F>ml","2",NA
"A457","Alirocumab 75<U+202F>mg per 1<U+202F>ml","1",NA
"A458","Alirocumab 150<U+202F>mg per 1<U+202F>ml","2",NA
"A459","Aliskiren (as Aliskiren hemifumarate) 150<U+202F>mg","28",NA
"A460","Aliskiren (as Aliskiren hemifumarate) 300<U+202F>mg","28",NA
"A461","Alitretinoin 10<U+202F>mg","30",NA
"A462","Alitretinoin 10<U+202F>mg","30",NA
"A463","Alitretinoin 30<U+202F>mg","30",NA
"A464","Alitretinoin 30<U+202F>mg","30",NA
"A465","Allopurinol 100<U+202F>mg","28",NA
"A466","Allopurinol 100<U+202F>mg","28",NA
"A467","Allopurinol 100<U+202F>mg","28",NA
"A468","Allopurinol 100<U+202F>mg","28",NA
"A469","Allopurinol 100<U+202F>mg","28",NA
"A470","Allopurinol 100<U+202F>mg","28",NA
"A471","Allopurinol 100<U+202F>mg","28",NA
"A472","Allopurinol 100<U+202F>mg","28",NA
"A473","Allopurinol 100<U+202F>mg","28",NA
"A474","Allopurinol 100<U+202F>mg","28",NA
"A475","Allopurinol 100<U+202F>mg","28",NA
"A476","Allopurinol 100<U+202F>mg","28",NA
"A477","Allopurinol 100<U+202F>mg","28",NA
"A478","Allopurinol 100<U+202F>mg","28",NA
"A479","Allopurinol 100<U+202F>mg","28",NA
"A480","Allopurinol 100<U+202F>mg","28",NA
"A481","Allopurinol 100<U+202F>mg","28",NA
"A482","Allopurinol 100<U+202F>mg","100",NA
"A483","Allopurinol 300<U+202F>mg","28",NA
"A484","Allopurinol 300<U+202F>mg","28",NA
"A485","Allopurinol 300<U+202F>mg","28",NA
"A486","Allopurinol 300<U+202F>mg","28",NA
"A487","Allopurinol 300<U+202F>mg","28",NA
"A488","Allopurinol 300<U+202F>mg","28",NA
"A489","Allopurinol 300<U+202F>mg","28",NA
"A490","Allopurinol 300<U+202F>mg","28",NA
"A491","Allopurinol 300<U+202F>mg","28",NA
"A492","Allopurinol 300<U+202F>mg","28",NA
"A493","Allopurinol 300<U+202F>mg","28",NA
"A494","Allopurinol 300<U+202F>mg","28",NA
"A495","Allopurinol 300<U+202F>mg","28",NA
"A496","Allopurinol 300<U+202F>mg","28",NA
"A497","Allopurinol 300<U+202F>mg","28",NA
"A498","Allopurinol 300<U+202F>mg","28",NA
"A499","Allopurinol 300<U+202F>mg","28",NA
"A500","Almond oil 1<U+202F>ml per 1<U+202F>ml","50",NA
"A501","Almond oil 1<U+202F>ml per 1<U+202F>ml","200",NA
"A502","Almond oil 1<U+202F>ml per 1<U+202F>ml","70",NA
"A503","Almond oil 1<U+202F>ml per 1<U+202F>ml","70",NA
"A504","Almond oil 1<U+202F>ml per 1<U+202F>ml","200",NA
"A505","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A506","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A507","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A508","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A509","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A510","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A511","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","9",NA
"A512","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A513","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A514","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","9",NA
"A515","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A516","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A517","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","9",NA
"A518","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A519","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A520","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A521","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","9",NA
"A522","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","3",NA
"A523","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","6",NA
"A524","Almotriptan (as Almotriptan hydrogen malate) 12.5<U+202F>mg","9",NA
"A525","Alogliptin (as Alogliptin benzoate) 6.25<U+202F>mg","28",NA
"A526","Alogliptin (as Alogliptin benzoate) 12.5<U+202F>mg","28",NA
"A527","Alogliptin (as Alogliptin benzoate) 25<U+202F>mg","28",NA
"A528","Metformin hydrochloride 1<U+202F>gram","56",NA
"A529","Alogliptin (as Alogliptin benzoate) 12.5<U+202F>mg","56",NA
"A530","D-alpha tocopherol (as Tocofersolan) 50<U+202F>mg per 1<U+202F>ml","20",NA
"A531","D-alpha tocopherol (as Tocofersolan) 50<U+202F>mg per 1<U+202F>ml","60",NA
"A532","Alpha tocopheryl acetate 100<U+202F>mg","30",NA
"A533","Alpha tocopheryl acetate 100<U+202F>mg","30",NA
"A534","Alpha tocopherol 75<U+202F>unit","100",NA
"A535","Alpha tocopherol 75<U+202F>unit","100",NA
"A536","Alpha tocopherol 75<U+202F>unit","100",NA
"A537","Alpha tocopherol 75<U+202F>unit","100",NA
"A538","Alpha tocopherol 100<U+202F>unit","30",NA
"A539","Alpha tocopherol 100<U+202F>unit","30",NA
"A540","Alpha tocopherol 200<U+202F>unit","150",NA
"A541","Alpha tocopherol 200<U+202F>unit","30",NA
"A542","Alpha tocopherol 200<U+202F>unit","60",NA
"A543","Alpha tocopherol 200<U+202F>unit","100",NA
"A544","Alpha tocopherol 200<U+202F>unit","60",NA
"A545","Alpha tocopherol 200<U+202F>unit","100",NA
"A546","Alpha tocopherol 200<U+202F>unit","100",NA
"A547","Alpha tocopherol 200<U+202F>unit","30",NA
"A548","Alpha tocopherol 200<U+202F>unit","50",NA
"A549","Alpha tocopherol 200<U+202F>unit","50",NA
"A550","Alpha tocopherol 200<U+202F>unit","250",NA
"A551","Alpha tocopherol 250<U+202F>unit","30",NA
"A552","Alpha tocopherol 400<U+202F>unit","100",NA
"A553","Alpha tocopherol 400<U+202F>unit","30",NA
"A554","Alpha tocopherol 400<U+202F>unit","100",NA
"A555","Alpha tocopherol 400<U+202F>unit","30",NA
"A556","Alpha tocopherol 400<U+202F>unit","90",NA
"A557","Alpha tocopherol 400<U+202F>unit","30",NA
"A558","Alpha tocopherol 400<U+202F>unit","120",NA
"A559","Alpha tocopherol 400<U+202F>unit","30",NA
"A560","Alpha tocopherol 400<U+202F>unit","60",NA
"A561","Alpha tocopherol 400<U+202F>unit","60",NA
"A562","Alpha tocopherol 400<U+202F>unit","180",NA
"A563","Alpha tocopherol 400<U+202F>unit","60",NA
"A564","Alpha tocopherol 400<U+202F>unit","100",NA
"A565","Alpha tocopherol 400<U+202F>unit","30",NA
"A566","Alpha tocopherol 600<U+202F>unit","50",NA
"A567","Alpha tocopherol 600<U+202F>unit","50",NA
"A568","Alpha tocopherol 1000<U+202F>unit","100",NA
"A569","Alpha tocopherol 1000<U+202F>unit","250",NA
"A570","Alpha tocopherol 1000<U+202F>unit","30",NA
"A571","Alpha tocopherol 1000<U+202F>unit","180",NA
"A572","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","30",NA
"A573","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","30",NA
"A574","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","100",NA
"A575","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","30",NA
"A576","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","30",NA
"A577","Alpha tocopheryl acetate 100<U+202F>mg per 1<U+202F>ml","60",NA
"A578","Alpha tocopheryl acetate 100<U+202F>mg","30",NA
"A579","Alpha tocopheryl acetate 100<U+202F>mg","30",NA
"A580","Alpha tocopherol 75<U+202F>unit","30",NA
"A581","Alpha tocopherol 75<U+202F>unit","60",NA
"A582","Alpha tocopherol 75<U+202F>unit","100",NA
"A583","Alpha tocopherol 75<U+202F>unit","30",NA
"A584","Alpha tocopherol 100<U+202F>unit","50",NA
"A585","Alpha tocopherol 100<U+202F>unit","100",NA
"A586","Alpha tocopherol 200<U+202F>unit","100",NA
"A587","Alpha tocopherol 200<U+202F>unit","100",NA
"A588","Alpha tocopherol 200<U+202F>unit","100",NA
"A589","Alpha tocopherol 200<U+202F>unit","100",NA
"A590","Alpha tocopherol 200<U+202F>unit","100",NA
"A591","Alpha tocopherol 200<U+202F>unit","100",NA
"A592","Alprazolam 250<U+202F>microgram","60",NA
"A593","Alprazolam 500<U+202F>microgram","60",NA
"A594","Alprostadil 10<U+202F>microgram","1",NA
"A595","Alprostadil 10<U+202F>microgram","2",NA
"A596","Alprostadil 10<U+202F>microgram","2",NA
"A597","Alprostadil 10<U+202F>microgram","2",NA
"A598","Alprostadil 20<U+202F>microgram","1",NA
"A599","Alprostadil 20<U+202F>microgram","2",NA
"A600","Alprostadil 20<U+202F>microgram","2",NA
"A601","Alprostadil 20<U+202F>microgram","2",NA
"A602","Alprostadil 40<U+202F>microgram","1",NA
"A603","Alprostadil 40<U+202F>microgram","2",NA
"A604","Alprostadil 40<U+202F>microgram","2",NA
"A605","Alprostadil 3<U+202F>mg per 1<U+202F>gram","4",NA
"A606","Alprostadil 500<U+202F>microgram","1",NA
"A607","Alprostadil 1<U+202F>mg","6",NA
"A608","Alprostadil 10<U+202F>microgram","1",NA
"A609","Alprostadil 10<U+202F>microgram","6",NA
"A610","Alteplase 10<U+202F>mg","1",NA
"A611","Alteplase 20<U+202F>mg","1",NA
"A612","Alteplase 50<U+202F>mg","1",NA
"A613","Aluminium chloride 200<U+202F>mg per 1<U+202F>ml","60",NA
"A614","Aluminium chloride 200<U+202F>mg per 1<U+202F>ml","20",NA
"A615","Aluminium chloride 200<U+202F>mg per 1<U+202F>ml","60",NA
"A616","Alverine citrate 60<U+202F>mg","100",NA
"A617","Alverine citrate 60<U+202F>mg","100",NA
"A618","Alverine citrate 60<U+202F>mg","100",NA
"A619","Alverine citrate 60<U+202F>mg","100",NA
"A620","Alverine citrate 60<U+202F>mg","100",NA
"A621","Alverine citrate 60<U+202F>mg","100",NA
"A622","Alverine citrate 60<U+202F>mg","100",NA
"A623","Alverine citrate 60<U+202F>mg","100",NA
"A624","Alverine citrate 60<U+202F>mg","20",NA
"A625","Alverine citrate 120<U+202F>mg","100",NA
"A626","Alverine citrate 120<U+202F>mg","60",NA
"A627","Alverine citrate 120<U+202F>mg","60",NA
"A628","Alverine citrate 120<U+202F>mg","60",NA
"A629","Alverine citrate 120<U+202F>mg","60",NA
"A630","Alverine citrate 120<U+202F>mg","60",NA
"A631","Alverine citrate 120<U+202F>mg","60",NA
"A632","Alverine citrate 120<U+202F>mg","60",NA
"A633","Alverine citrate 60<U+202F>mg","60",NA
"A634","Amantadine hydrochloride 100<U+202F>mg","14",NA
"A635","Amantadine hydrochloride 100<U+202F>mg","56",NA
"A636","Amantadine hydrochloride 100<U+202F>mg","56",NA
"A637","Amantadine hydrochloride 100<U+202F>mg","14",NA
"A638","Amantadine hydrochloride 100<U+202F>mg","56",NA
"A639","Amantadine hydrochloride 100<U+202F>mg","56",NA
"A640","Amantadine hydrochloride 10<U+202F>mg per 1<U+202F>ml","56",NA
"A641","Amantadine hydrochloride 10<U+202F>mg per 1<U+202F>ml","14",NA
"A642","Amantadine hydrochloride 10<U+202F>mg per 1<U+202F>ml","56",NA
"A643","Amantadine hydrochloride 10<U+202F>mg per 1<U+202F>ml","150",NA
"A644","Amantadine hydrochloride 100<U+202F>mg","150",NA
"A645","Amantadine hydrochloride 100<U+202F>mg","150",NA
"A646","Amantadine hydrochloride 100<U+202F>mg","150",NA
"A647","Ambrisentan 5<U+202F>mg","30",NA
"A648","Ambrisentan 10<U+202F>mg","30",NA
"A649","Amifampridine (as Amifampridine phosphate) 10<U+202F>mg","100",NA
"A650","Amikacin (as Amikacin sulfate) 250<U+202F>mg per 1<U+202F>ml","5",NA
"A651","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A652","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A653","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A654","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A655","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A656","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A657","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A658","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A659","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A660","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A661","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A662","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A663","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A664","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A665","Amiloride hydrochloride 1<U+202F>mg per 1<U+202F>ml","150",NA
"A666","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A667","Bumetanide 1<U+202F>mg","28",NA
"A668","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A669","Bumetanide 1<U+202F>mg","28",NA
"A670","Amiloride hydrochloride 5<U+202F>mg","28",NA
"A671","Bumetanide 1<U+202F>mg","28",NA
"A672","Aminophylline hydrate 225<U+202F>mg","56",NA
"A673","Aminophylline hydrate 350<U+202F>mg","56",NA
"A674","Aminophylline 25<U+202F>mg per 1<U+202F>ml","10",NA
"A675","Aminophylline 25<U+202F>mg per 1<U+202F>ml","10",NA
"A676","Aminophylline 25<U+202F>mg per 1<U+202F>ml","10",NA
"A677","Aminosalicylic acid 1<U+202F>gram per 1<U+202F>gram","30",NA
"A678","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A679","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A680","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A681","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A682","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A683","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A684","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A685","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A686","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A687","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A688","Amiodarone hydrochloride 100<U+202F>mg","28",NA
"A689","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A690","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A691","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A692","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A693","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A694","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A695","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A696","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A697","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A698","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A699","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A700","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A701","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A702","Amiodarone hydrochloride 200<U+202F>mg","28",NA
"A703","Amiodarone hydrochloride 30<U+202F>mg per 1<U+202F>ml","1",NA
"A704","Amiodarone hydrochloride 30<U+202F>mg per 1<U+202F>ml","1",NA
"A705","Amiodarone hydrochloride 30<U+202F>mg per 1<U+202F>ml","1",NA
"A706","Amiodarone hydrochloride 50<U+202F>mg per 1<U+202F>ml","5",NA
"A707","Amiodarone hydrochloride 50<U+202F>mg per 1<U+202F>ml","10",NA
"A708","Amiodarone hydrochloride 50<U+202F>mg per 1<U+202F>ml","6",NA
"A709","Amisulpride 50<U+202F>mg","60",NA
"A710","Amisulpride 50<U+202F>mg","60",NA
"A711","Amisulpride 50<U+202F>mg","60",NA
"A712","Amisulpride 50<U+202F>mg","60",NA
"A713","Amisulpride 50<U+202F>mg","60",NA
"A714","Amisulpride 50<U+202F>mg","60",NA
"A715","Amisulpride 50<U+202F>mg","60",NA
"A716","Amisulpride 50<U+202F>mg","60",NA
"A717","Amisulpride 50<U+202F>mg","60",NA
"A718","Amisulpride 50<U+202F>mg","60",NA
"A719","Amisulpride 50<U+202F>mg","60",NA
"A720","Amisulpride 50<U+202F>mg","60",NA
"A721","Amisulpride 100<U+202F>mg","60",NA
"A722","Amisulpride 100<U+202F>mg","60",NA
"A723","Amisulpride 100<U+202F>mg","60",NA
"A724","Amisulpride 100<U+202F>mg","60",NA
"A725","Amisulpride 100<U+202F>mg","60",NA
"A726","Amisulpride 100<U+202F>mg","60",NA
"A727","Amisulpride 100<U+202F>mg","60",NA
"A728","Amisulpride 100<U+202F>mg","60",NA
"A729","Amisulpride 100<U+202F>mg","60",NA
"A730","Amisulpride 100<U+202F>mg","60",NA
"A731","Amisulpride 100<U+202F>mg","60",NA
"A732","Amisulpride 100<U+202F>mg","60",NA
"A733","Amisulpride 200<U+202F>mg","60",NA
"A734","Amisulpride 200<U+202F>mg","60",NA
"A735","Amisulpride 200<U+202F>mg","60",NA
"A736","Amisulpride 200<U+202F>mg","60",NA
"A737","Amisulpride 200<U+202F>mg","60",NA
"A738","Amisulpride 200<U+202F>mg","60",NA
"A739","Amisulpride 200<U+202F>mg","60",NA
"A740","Amisulpride 200<U+202F>mg","60",NA
"A741","Amisulpride 200<U+202F>mg","60",NA
"A742","Amisulpride 200<U+202F>mg","60",NA
"A743","Amisulpride 200<U+202F>mg","60",NA
"A744","Amisulpride 200<U+202F>mg","60",NA
"A745","Amisulpride 400<U+202F>mg","60",NA
"A746","Amisulpride 400<U+202F>mg","60",NA
"A747","Amisulpride 400<U+202F>mg","60",NA
"A748","Amisulpride 400<U+202F>mg","60",NA
"A749","Amisulpride 400<U+202F>mg","60",NA
"A750","Amisulpride 400<U+202F>mg","60",NA
"A751","Amisulpride 400<U+202F>mg","60",NA
"A752","Amisulpride 400<U+202F>mg","60",NA
"A753","Amisulpride 400<U+202F>mg","60",NA
"A754","Amisulpride 400<U+202F>mg","60",NA
"A755","Amisulpride 400<U+202F>mg","60",NA
"A756","Amisulpride 400<U+202F>mg","60",NA
"A757","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A758","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A759","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A760","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A761","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A762","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A763","Amisulpride 100<U+202F>mg per 1<U+202F>ml","60",NA
"A764","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A765","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A766","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A767","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A768","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A769","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A770","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A771","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A772","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A773","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A774","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A775","Amitriptyline hydrochloride 10<U+202F>mg","28",NA
"A776","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A777","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A778","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A779","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A780","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A781","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A782","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A783","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A784","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A785","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A786","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A787","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A788","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A789","Amitriptyline hydrochloride 25<U+202F>mg","28",NA
"A790","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A791","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A792","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A793","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A794","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A795","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A796","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A797","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A798","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A799","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A800","Amitriptyline hydrochloride 50<U+202F>mg","28",NA
"A801","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A802","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A803","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A804","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A805","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A806","Amitriptyline hydrochloride 2<U+202F>mg per 1<U+202F>ml","150",NA
"A807","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A808","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A809","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A810","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A811","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A812","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A813","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A814","Amitriptyline hydrochloride 5<U+202F>mg per 1<U+202F>ml","150",NA
"A815","Amitriptyline hydrochloride 10<U+202F>mg per 1<U+202F>ml","150",NA
"A816","Amitriptyline hydrochloride 10<U+202F>mg per 1<U+202F>ml","150",NA
